剧名称,group_title,发弹幕时刻相对于视频起始时间偏移量,累计点赞数,弹幕内容
撕夜,第1集,62580,0,刚来
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,199295,0,帅他们一脸[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,63207,0,小王子[爱慕]
家里家外,第3集,153865,0,[惊呆][惊呆][惊呆]
家里家外,第4集,88565,0,小孩可以啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,105086,0,好帅啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,111416,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,194091,0,变傻，还想泡妞[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,214096,0,老铁好帅呀[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,19770,0,[没看够][没看够]
那年冬至,第3集,76533,0,太好了，引导型恋人我们有救了烁烁也有救了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,188668,0,笑死我了这个添添[偷笑][偷笑]
家里家外,第4集,27622,0,不吃拉倒！[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,110758,0,小小年纪倒是挺油
那年冬至,第4集,117567,0,格调吗
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,101204,0,中央空调[笑哭][笑哭][笑哭]
北往,第1集,181254,0,版纳拍的么
北往,第2集,59189,0,摩旅片啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,171192,0,[笑哭][笑哭][笑哭]
北往,第1集,74240,0,一打开是练功钞就打老实了。
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,176793,0,哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,224869,0,[笑哭][笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,36737,0,肯定定是司机的孩子吧？
家里家外,第2集,213096,0,正好没地方去
北往,第2集,55924,0,都年前了这气温
家里家外,第3集,42938,1,有意思，
家里家外,第3集,35284,0,三刷了
那年冬至,第3集,21098,0,女主的眼睛好美
北往,第1集,11755,15,哇哦！鑫子老皮合作[鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,138692,0,变脸[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,105892,0,停停停 我要被笑死了
北往,第1集,47957,0,这几个都好眼熟啊
北往,第3集,19577,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,29719,0,我怎么觉得这个孩子是枕头呢？
家里家外,第2集,122348,6,夏目友人帐
荒年全村啃树皮，我有系统满仓肉,第2集,103178,0,这小家伙演得好
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,12320,0,要笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104892,0,停之停之
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,182703,0,没眼看[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104325,0,不会笑场么
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,256894,0,蛋仔派对？
荒年全村啃树皮，我有系统满仓肉,第2集,9296,0,好能生啊[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,88706,0,[没看够][没看够]
幸得相遇离婚时,第1集,35951,0,[送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,179127,0,果然是沾花惹草太多了。
那年冬至,第4集,52755,0,不要矜持啊[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,21518,0,爱了，爱了
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,34823,30,张昊玥
荒年全村啃树皮，我有系统满仓肉,第2集,106450,0,你好
北往,第2集,22016,0,油不要钱么
家里家外,第3集,58128,0,那个年代的衣服真好看
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,168846,0,一杪换装[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,6636,0,孩子是司机的 我猜[笑][笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,234296,0,没刚刚那个军人帅
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,89467,0,英宝宝
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,82722,0,还没老四长得好看[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,189451,0,笑死了[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,23251,0,来了来了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,99179,0,我都等了1800年了
荒年全村啃树皮，我有系统满仓肉,第3集,66667,0,[捂脸]
幸得相遇离婚时,第3集,36049,1,阿哲
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,50234,0,要是能出第四部，那就多好了
北往,第1集,36964,0,[鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,65631,0,谁是最傻的
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,182062,0,[捂脸][捂脸][捂脸][捂脸]
云渺1：我修仙多年强亿点怎么了,第1集,148458,0,还请敌人[捂脸]
北往,第1集,248203,0,东北人咋跑云南干活去了？
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,16178,288,这里超宠
那年冬至,第2集,20757,0,不知道，反正我很满意
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,37532,0,谁懂，看完第2季连着看第3季[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,92443,0,他都快100岁了吧？
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,251213,0,一点都不油
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,10857,0,终于来了，终于来了，我很久没看了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,91634,0,感觉好糖
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,6988,0,打卡[爱慕]
撕夜,第1集,19729,0,12刷
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,249772,0,添添这个萌呀
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,168820,0,上网
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,34310,0,二刷
天下第一纨绔,第3集,57737,0,捧杀
幸得相遇离婚时,第3集,17595,0,？我去，这个角度好像沈腾
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,237752,0,给我擦皮鞋。
天下第一纨绔,第1集,115915,0,出场就找大帝
北往,第4集,21137,0,游戏咯
撕夜,第1集,145720,0,姚冠宇这个妆造太帅
那年冬至,第3集,16991,0,[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,100445,0,那一声妈妈，我真要笑死了[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,186093,0,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,84005,6,我要去看汪汪队了[捂脸]
撕夜,第4集,151130,0,有点像安以轩
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,118932,1,哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,182450,0,[捂脸][捂脸][笑哭][笑哭][大笑][大笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,191597,0,[笑哭][笑哭][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,197421,0,我不行了
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,46138,0,我早就看过完整版了，肯定是个骗子
撕夜,第3集,46440,0,[没看够][没看够][没看够]5刷了。
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,193126,0,无敌了
幸得相遇离婚时,第1集,10848,0,二刷感觉更细腻
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,34014,0,[思考][思考]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,57981,0,刺猬
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,50879,8,不用怀疑，这女的就是骗子[捂脸][笑哭][笑][奸笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,85436,0,好搞笑[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,248211,0,好帅[赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,172700,0,谁家保安
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,218920,0,好的！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,37487,0,[爽]
北往,第2集,64970,0,就算是现在还是会看到很多骑行大军。[赞][赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,71895,0,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,114840,0,[爽]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,262350,0,“送你一个礼物，你能和我去蛋仔派对里约会吗”
那年冬至,第3集,56582,0,有实力
北往,第5集,111311,0,我们没这么虎[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,78918,0,添添好帅啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,77901,0,纪家三少爷爱上绝境的她[捂脸]
那年冬至,第4集,78358,0,[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,85875,0,嘿嘿
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,177119,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,197193,0,笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,7850,1,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,104775,0,汪汪队大吉，哈哈哈[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,236433,0,好可爱呀，好萌
北往,第1集,56708,0,他们手里拿的好像是甘蔗[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,118275,0,真的要这样吗[震惊]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,52539,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,146139,0,翻脸比翻书还快
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,33764,0,感觉不像演的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,110506,0,？
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,15927,1,我3部连看[爱慕][爱慕]太好看了[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,175802,0,哈哈哈哈，笑的肚子疼[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,199675,0,哈哈哈哈哈
北往,第1集,249681,0,小渺子
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,19674,0,BGM好好听[爱慕]
天下第一纨绔,第5集,45933,1,[笑哭][笑哭][笑哭]
天下第一纨绔,第1集,194659,0,你是说剧[什么]还是演员[什么]
荒年全村啃树皮，我有系统满仓肉,第1集,124433,0,真好看[笑哭][笑哭]
撕夜,第1集,261880,0,男主也太帅了吧！
那年冬至,第2集,6749,0,好像小鬼啊
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,190843,0,从小就这样，好搞笑
那年冬至,第2集,35490,0,感觉男主要哭了[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,60332,0,[什么]我不行了好好笑[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,17657,0,[鼓掌][鼓掌][鼓掌][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,202358,0,我嘞个迪迦
天下第一纨绔,第3集,81497,0,后妈高人啊，故意的
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,5696,0,真被打破头啦
天下第一纨绔,第3集,102088,1,男主在演戏
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,34093,0,不要啊[哭]
那年冬至,第2集,15127,0,这么刺激！
家里家外,第4集,67947,5,笑不活了[捂脸][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,10215,0,今天特意起早床
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,163628,0,别人不知道的情况下叫妈妈真的好吗[微笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,73957,0,[送花][KISS][酷][舔屏][赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,143611,25,变脸速度无人能敌
天下第一纨绔,第1集,205797,0,烟花之地皇帝怎么来的
北往,第2集,15416,0,3000多公里吧
撕夜,第3集,70556,0,[偷笑][偷笑][偷笑][偷笑]
北往,第2集,58127,0,许巍！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,194902,0,你相信过吗？
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104021,0,笑死我了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,110133,0,这是怪盗基德吗[捂脸]
撕夜,第3集,65759,0,女主也好看
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,32189,0,陈添祥要出来了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,18851,0,[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,14947,11,老四，你怎么那么忙啊？还逗老三玩[捂脸]
北往,第5集,83124,0,笑[捂脸]
那年冬至,第2集,19382,0,笑死我了 黄子诺
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,99979,0,英宝来了
幸得相遇离婚时,第1集,124678,8,周晟安，约法三章又忘了？
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,202458,0,[捂脸][捂脸][捂脸][捂脸]
撕夜,第1集,112108,1,前方高能
北往,第5集,179734,0,憋出内伤了[捂脸][捂脸][捂脸][捂脸]
云渺1：我修仙多年强亿点怎么了,第5集,39716,3,大局为重
荒年全村啃树皮，我有系统满仓肉,第1集,107663,0,系统听到了你的呼唤，给了你四个男人[笑哭]
云渺1：我修仙多年强亿点怎么了,第1集,58086,0,[没看够][没看够][没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,111110,0,英宝[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,68072,0,是真的吗？就给呀
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,196898,0,学得进就学，学不进就多吃饭，妈妈交了钱的
荒年全村啃树皮，我有系统满仓肉,第3集,88020,0,[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,90401,0,魔丸遇上魔丸[捂脸]
幸得相遇离婚时,第1集,140755,0,这张脸 好清纯
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,223980,0,泡妞准备哭，结果呢，突然又变出来一朵花[送花][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,253155,5,好萌
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,173493,0,星爷的造型？
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104190,0,这双嘴巴真会说[捂脸]
北往,第5集,55244,0,闺蜜男友：不能笑，还不能笑[爽]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,8732,0,终于上了 等了一年了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,244405,0,[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,169634,0,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,68489,0,太萌了
北往,第1集,23491,0,拿的甘蔗？
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,192275,0,[送花][送花][送花][送花][送花][偷笑]
北往,第1集,99233,0,这气场[尬笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,68959,82,超爱这版本里所有的演员[送花][送花][送花][送花]
北往,第1集,19806,0,合作了？
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,112625,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,96706,0,好好看呀
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,169829,0,一个字:帅！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,107179,0,不可能的
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,59904,0,哈哈哈，小嘴巴
那年冬至,第1集,127849,0,《我可真体贴》
荒年全村啃树皮，我有系统满仓肉,第1集,86027,0,二刷
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,167579,0,好可怜的英宝，还要上学[你细品]
幸得相遇离婚时,第3集,38770,4,男主好帅
那年冬至,第1集,181393,0,哇！京烁是不是被吓成斗鸡眼了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,93936,0,真油啊
幸得相遇离婚时,第1集,23862,0,我也二刷了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,225310,54,萌死了
撕夜,第3集,74002,8,老姚你这词烫嘴不，[捂脸]
北往,第5集,65102,0,我想抽根烟[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,122108,0,霸道总裁爱上保洁
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,36469,0,有救
北往,第2集,74179,0,还真有人自杀[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,235181,0,不敢想象拍的时候多好笑
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,212953,0,还快乐呢。
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,74473,0,[笑哭][笑哭]保姆被帅晕了！
天下第一纨绔,第4集,47851,0,苏无名
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,99541,0,《王妈》[探究]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,105576,0,英宝
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,97651,0,老天和四哥好宠三哥[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,205771,0,哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,59525,0,[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,221819,0,7岁的老头
家里家外,第1集,97003,0,好看不
云渺1：我修仙多年强亿点怎么了,第1集,16134,0,云渺系列几部都看了，好看好看
那年冬至,第1集,104012,0,逻辑满分
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,8317,0,太奶[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,98486,0,婴儿肥[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,172280,0,这又是哪位
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,201303,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,194185,0,傻了还不忘撩妹
天下第一纨绔,第3集,40252,0,剧情好熟悉啊[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,27328,0,好看，好看
北往,第2集,61457,0,这个年代也不容易啊
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,106893,8,我去莹宝
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,34066,0,盲猜他回的肯定是司机的孩子
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,59070,0,77409天
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,221696,0,来啦来啦，老三！！！
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,77911,0,希望她是碰瓷的
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,204817,13,什么家长会？孩子会
幸得相遇离婚时,第2集,29873,0,江辞云最有魅力
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,149791,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,189730,0,[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,228208,0,萌[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,199163,0,《晚恋》
天下第一纨绔,第1集,96067,1,苏察哈尔灿
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,1405,0,[捂脸][笑哭]
天下第一纨绔,第1集,99837,0,苏芊雪有没有来[笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,114876,0,妈妈[捂脸]
北往,第2集,12754,0,广西到哈尔滨[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,33742,0,[赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,182595,0,车是朵朵的[捂脸]
北往,第4集,33672,0,他俩这么好，真死不可能帮，肯定是假的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,79353,0,帅[爱慕]
北往,第2集,87718,0,[捂脸]
北往,第1集,195447,0,体会到过
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,224821,7,来了来了，陈添祥来了，他带着一身帅气来了[鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,8295,0,终于来了[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,9967,0,[爽][爽][爽][爱慕][爱慕][爱慕]
那年冬至,第1集,153034,0,吓得斗鸡眼了
家里家外,第5集,56674,0,副主任你开玩笑
荒年全村啃树皮，我有系统满仓肉,第2集,123648,1,感觉看过其他版本的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,1119,0,拍这部戏怎么能忍住不笑
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,44046,0,KTV
幸得相遇离婚时,第2集,80448,0,二刷
那年冬至,第4集,60739,0,关心工具[赞]
那年冬至,第2集,20779,0,这翅翅怎么这么萌呀
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,107057,0,吓死个人
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,268510,0,咋摔潮流了？
云渺1：我修仙多年强亿点怎么了,第1集,119186,0,感觉这样的短剧千篇一律，大同小异！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,212201,0,救命啊笑死了[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,190511,0,YYDS啥意思[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,97732,0,老实了
北往,第1集,251647,0,这么一看，你有点像李大牛
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,148731,0,[笑哭][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,54662,0,添添你好萌！！！！[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,88357,0,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,114732,0,没错，她是他老婆
那年冬至,第5集,135639,0,这就适应了
撕夜,第1集,259508,1,男主之前是拍长剧的[鼓掌]
那年冬至,第2集,2205,0,把翅翅鼻子都压扁了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,82875,0,小王子[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,85943,0,魔丸吗？我还灵珠呢[笑哭]
撕夜,第1集,223731,0,又是男女主角重生剧
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,60052,0,终于刷到了[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,196261,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,184155,0,[捂脸][捂脸][捂脸]
那年冬至,第2集,71323,0,好嫌弃
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,40106,0,一看就是假的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,7036,0,四刷[送花][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,114712,0,停之停之
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,118180,0,[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,88717,0,打脸啪啪啪[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,244823,0,想看曾辉
撕夜,第3集,59714,0,二刷
荒年全村啃树皮，我有系统满仓肉,第3集,6111,0,蕨菜有毒
幸得相遇离婚时,第5集,84222,0,物是人非
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,17729,0,模子哥来了[偷笑]
幸得相遇离婚时,第3集,47372,0,张信哲！！！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,108105,0,我是个传统的女人
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,235785,0,我笑死了
天下第一纨绔,第3集,107426,0,不说，还真以为是个好后妈[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,270141,0,超潮
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,232705,0,啊啊啊好萌[舔屏]
那年冬至,第1集,24819,0,我也想和这个男人闪婚[爱慕]
荒年全村啃树皮，我有系统满仓肉,第3集,118002,0,[没看够]曳
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,62674,21,小王子是灵超
北往,第4集,42913,0,这不是县长吗？
撕夜,第4集,11435,0,女主好漂亮
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,184489,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,126073,0,[爽]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,3481,0,人设[捂脸][尬笑][尬笑][尬笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,194574,39,笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,161358,1,终于接上上一部了，我还想上一部最后不是军人吗[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,119187,0,二刷[笑]
北往,第2集,59407,0,上车饺子下车面
北往,第1集,249741,3,比那些所谓的明星演的好多咯！情绪和表情到位！
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,37550,1,[捂脸][捂脸][捂脸][捂脸]笑不活了
家里家外,第1集,84510,0,谁能给我讲到剧情？
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,116199,0,会的好多呀
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,116494,1,我天？！
家里家外,第4集,26250,0,怼的好
那年冬至,第3集,102092,0,好乖苏苏[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,1751,1,哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,207355,9,兵哥哥也是男主[偷笑][偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,88592,0,我在学校里经常和我闺蜜磕这个剧
家里家外,第5集,134769,0,不是，此情此景不应该…
北往,第2集,32206,4,新春大吉
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,243493,4,我的曾辉呢
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,8124,0,[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,89788,0,这不相当于18岁太奶了开播了。我要去看十八岁太奶3了。
那年冬至,第2集,35129,0,哈哈哈，好萌
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,238421,0,[没看够][赞][送花][没看够][送花]
北往,第5集,89131,0,[偷笑]
北往,第2集,27126,0,演的剧我都爱看
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,90672,0,我也是想到那个剧，我是个传统的女人[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,107968,0,好油呀！哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,222149,0,可爱死了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,204472,0,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,219190,0,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,126140,0,阴不阴
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,115277,2,神人
荒年全村啃树皮，我有系统满仓肉,第5集,50410,4,大山好懂事
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,70606,0,好帅
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,200645,0,[笑哭][笑哭][笑哭][偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,92858,0,撩大妈[撇嘴]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,251961,0,好黄的牙齿
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,266634,0,窝个蛋仔玩家已经沉默了。。。
撕夜,第1集,257838,0,[哭][哭][哭][哭]
家里家外,第5集,39759,0,伏笔
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,253040,0,萌到没边了[爱慕]
家里家外,第1集,36152,0,一直都是这个方言么，好难受[捂脸]
